brand,model,model_year,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,wiek,engine_hp,engine_cylinders,engine_fuel,engine_liters_log
Mazda,CX-7 Sport,2009,113000.0,Gasoline,6-Speed A/T,Gray,Black,None reported,Yes,5499.0,16,244.0,4.0,Gasoline,0.8329091233698865
Ford,F-250 Platinum,2017,22000.0,E85 Flex Fuel,6-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,53000.0,8,385.0,8.0,Flex Fuel,1.8245492922123363
INFINITI,QX80 SENSORY,2023,8600.0,Gasoline,7-Speed A/T,Black,Brown,,,78990.0,2,400.0,8.0,Gasoline,1.722766597919675
Chevrolet,Silverado 1500 Limited LT Trail Boss,2022,4753.0,Gasoline,10-Speed A/T,White,Black,None reported,Yes,57000.0,3,355.0,8.0,Gasoline,1.6677068207467554
Hyundai,Genesis Coupe 2.0T,2010,65000.0,Gasoline,A/T,Gray,Black,,,8900.0,15,210.0,4.0,Gasoline,0.6931471810599453
Chevrolet,Camaro 1SS,2021,15000.0,Gasoline,6-Speed M/T,Blue,Gray,None reported,Yes,43500.0,4,455.0,8.0,Gasoline,1.8245492922123363
Chevrolet,Tahoe Base,1997,229000.0,Diesel,A/T,Green,Beige,At least 1 accident or damage reported,Yes,19500.0,28,180.0,8.0,Diesel,1.8718021770554376
Audi,A6 3.0 TDI Premium Plus,2014,42400.0,Diesel,8-Speed A/T,Silver,Black,None reported,Yes,26500.0,11,240.0,6.0,Diesel,1.0986122890014431
Land,Rover Defender S,2023,15840.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,69900.0,2,296.0,4.0,Gasoline,0.6931471810599453
Chevrolet,Suburban Premier,2019,105667.0,Gasoline,6-Speed A/T,Black,Beige,None reported,Yes,39000.0,6,355.0,8.0,Gasoline,1.6677068207467554
Chevrolet,Suburban Premier,2019,51338.0,Gasoline,6-Speed A/T,White,Black,None reported,Yes,49900.0,6,355.0,8.0,Gasoline,1.6677068207467554
Dodge,Dart SE,2016,76857.0,Gasoline,M/T,Black,Black,At least 1 accident or damage reported,Yes,8100.0,9,160.0,4.0,Gasoline,0.6931471810599453
Ford,F-250 Lariat,2019,80200.0,E85 Flex Fuel,A/T,White,Black,None reported,Yes,42500.0,6,385.0,8.0,Flex Fuel,1.8245492922123363
Toyota,Sequoia SR5,2002,244200.0,Gasoline,A/T,White,–,At least 1 accident or damage reported,Yes,3950.0,23,240.0,8.0,Gasoline,1.547562508928779
Ford,Mustang GT,2014,38560.0,Gasoline,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,28500.0,11,420.0,8.0,Gasoline,1.6094379126341003
Hyundai,Genesis Coupe 3.8 Base,2016,45303.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,20999.0,9,348.0,6.0,Gasoline,1.335001066995498
Ford,Focus ST Base,2014,110000.0,Gasoline,6-Speed M/T,Silver,Gray,None reported,Yes,9495.0,11,252.0,4.0,Gasoline,0.6931471810599453
Cadillac,CTS Luxury,2011,66200.0,Gasoline,6-Speed A/T,Black,Black,None reported,Yes,16499.0,14,270.0,6.0,Gasoline,1.0986122890014431
Subaru,Baja Base,2003,71000.0,Gasoline,5-Speed M/T,Red,Black,None reported,Yes,14900.0,22,165.0,4.0,Gasoline,0.9162907322741553
Chevrolet,Corvette Stingray Z51,2019,7033.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,63900.0,6,460.0,8.0,Gasoline,1.8245492922123363
Dodge,Durango SRT,2020,36000.0,Gasoline,8-Speed A/T,Gray,Red,None reported,Yes,62000.0,5,475.0,8.0,Gasoline,1.856297990521876
Acura,TSX 2.4,2010,116000.0,Gasoline,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,9000.0,15,201.0,4.0,Gasoline,0.8754687377705666
Alfa,Romeo Giulia Base,2017,48000.0,Gasoline,A/T,Red,Black,None reported,Yes,20500.0,8,280.0,4.0,Gasoline,0.6931471810599453
Dodge,Challenger R/T,2020,54000.0,Gasoline,8-Speed A/T,Gray,Black,None reported,Yes,34000.0,5,372.0,8.0,Gasoline,1.7404661750159431
Porsche,Cayenne Base,2016,110000.0,Gasoline,A/T,White,White,At least 1 accident or damage reported,Yes,25900.0,9,300.0,6.0,Gasoline,1.280933845739842
Mercedes-Benz,Metris Base,2020,14000.0,Gasoline,7-Speed A/T,Black,Beige,None reported,Yes,48000.0,5,208.0,4.0,Gasoline,0.6931471810599453
Mercedes-Benz,AMG S 63 Base 4MATIC,2017,86101.0,Gasoline,A/T,Gray,Red,At least 1 accident or damage reported,Yes,72777.0,8,577.0,8.0,Gasoline,1.7047480924202434
Porsche,911 GT3,2016,30700.0,Gasoline,7-Speed A/T,White,Black,None reported,Yes,138999.0,9,475.0,6.0,Gasoline,1.335001066995498
MINI,Cooper Base,2003,103726.0,Gasoline,5-Speed M/T,Red,Gray,At least 1 accident or damage reported,Yes,5995.0,22,115.0,4.0,Gasoline,0.4700036298707357
Toyota,4Runner TRD Off Road,2019,79500.0,Gasoline,A/T,White,Black,None reported,Yes,33333.0,6,270.0,6.0,Gasoline,1.3862943613698906
Toyota,Highlander Limited,2008,165520.0,Gasoline,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,9000.0,17,270.0,6.0,Gasoline,1.2527629687810824
Pontiac,Solstice GXP,2008,38100.0,Gasoline,5-Speed M/T,Orange,Black,None reported,Yes,19950.0,17,260.0,4.0,Gasoline,0.6931471810599453
BMW,M3 Competition xDrive,2023,3490.0,Gasoline,8-Speed A/T,Gray,Black,None reported,Yes,95580.0,2,503.0,6.0,Gasoline,1.0986122890014431
BMW,M3 Base,2011,98200.0,Gasoline,7-Speed A/T,White,Black,None reported,Yes,27000.0,14,414.0,8.0,Gasoline,1.3862943613698906
Porsche,Panamera Base,2018,42500.0,Gasoline,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,53999.0,7,330.0,6.0,Gasoline,1.0986122890014431
Jeep,Wrangler Sport,2001,171000.0,Gasoline,5-Speed M/T,White,Black,At least 1 accident or damage reported,Yes,15000.0,24,181.0,6.0,Gasoline,1.3862943613698906
Honda,Passport TrailSport,2023,11649.0,Gasoline,9-Speed A/T,Black,Black,,,39999.0,2,280.0,6.0,Gasoline,1.2527629687810824
Audi,RS 4 Base,2007,99769.0,Gasoline,6-Speed M/T,Gray,White,None reported,Yes,29995.0,18,420.0,8.0,Gasoline,1.4350845255274178
Mercedes-Benz,E-Class E 350 4MATIC,2008,67250.0,Gasoline,A/T,White,Beige,None reported,Yes,11900.0,17,268.0,6.0,Gasoline,1.2527629687810824
GMC,Yukon Denali,2021,30022.0,Gasoline,A/T,Blue,Black,At least 1 accident or damage reported,Yes,74500.0,4,420.0,8.0,Gasoline,1.8245492922123363
Land,Rover LR4 HSE LUX Landmark Edition,2016,63300.0,Gasoline,8-Speed A/T,White,Brown,None reported,Yes,31000.0,9,340.0,6.0,Gasoline,1.0986122890014431
Acura,TLX Type S w/Performance Tire,2023,4700.0,Gasoline,10-Speed A/T,Red,Black,None reported,Yes,52000.0,2,355.0,6.0,Gasoline,1.0986122890014431
Hummer,H3 Base,2010,107481.0,Gasoline,A/T,White,Black,None reported,Yes,13500.0,15,239.0,5.0,Gasoline,1.3083328199204491
Jeep,Wrangler Unlimited Sahara,2017,128000.0,Gasoline,5-Speed A/T,Gray,Black,None reported,Yes,26800.0,8,285.0,6.0,Gasoline,1.280933845739842
Chevrolet,Camaro 2SS,2018,26000.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,39000.0,7,455.0,8.0,Gasoline,1.8245492922123363
Audi,S6 4.0T,2015,74000.0,Gasoline,7-Speed A/T,Blue,Gray,None reported,Yes,29950.0,10,420.0,8.0,Gasoline,1.3862943613698906
Audi,TT RS Base,2012,54900.0,Gasoline,6-Speed M/T,White,Brown,,,28900.0,13,360.0,5.0,Gasoline,0.9162907322741553
Volkswagen,New Beetle GLS,2001,63250.0,Gasoline,4-Speed A/T,Yellow,Yellow,None reported,Yes,12000.0,24,115.0,4.0,Gasoline,0.6931471810599453
Audi,A4 2.0T Premium,2012,125000.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,10500.0,13,211.0,4.0,Gasoline,0.6931471810599453
Lexus,ES 350 Base,2016,53900.0,Gasoline,A/T,Red,Beige,None reported,Yes,27500.0,9,268.0,6.0,Gasoline,1.2527629687810824
Jeep,Wrangler Sahara,2008,54000.0,Gasoline,A/T,Green,Gray,None reported,Yes,20000.0,17,202.0,6.0,Gasoline,1.335001066995498
Chevrolet,Avalanche 1500 LTZ,2007,129000.0,Gasoline,A/T,White,Beige,None reported,Yes,17950.0,18,366.0,8.0,Gasoline,1.7917594693947216
Nissan,Pathfinder SL,2018,167000.0,Gasoline,A/T,Black,Beige,,,14500.0,7,284.0,6.0,Gasoline,1.2527629687810824
Subaru,Ascent Limited 7-Passenger,2022,12700.0,Gasoline,CVT Transmission,White,Beige,None reported,Yes,38500.0,3,260.0,4.0,Gasoline,0.8754687377705666
Chevrolet,Avalanche 1500 LT,2007,244000.0,E85 Flex Fuel,A/T,Gray,Gray,None reported,Yes,16900.0,18,320.0,8.0,Flex Fuel,1.6677068207467554
Porsche,Cayenne S,2015,124000.0,Gasoline,8-Speed A/T,White,Beige,None reported,Yes,25000.0,10,420.0,6.0,Gasoline,1.280933845739842
BMW,335 i,2009,123000.0,Gasoline,A/T,Purple,Black,None reported,Yes,15000.0,16,300.0,6.0,Gasoline,1.0986122890014431
GMC,Sierra 1500 Limited Elevation,2022,24900.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,49900.0,3,310.0,4.0,Gasoline,0.9932517733806538
Lexus,LX 570 Three-Row,2021,48300.0,Gasoline,A/T,White,Red,None reported,Yes,82000.0,4,383.0,8.0,Gasoline,1.7404661750159431
BMW,M3 Base,2008,94000.0,Gasoline,6-Speed M/T,Gray,Red,None reported,Yes,25999.0,17,414.0,8.0,Gasoline,1.3862943613698906
Nissan,Xterra Pro-4X,2011,183000.0,Gasoline,A/T,Black,Gray,At least 1 accident or damage reported,Yes,12000.0,14,261.0,6.0,Gasoline,1.3862943613698906
Ford,Fusion Hybrid SE Hybrid,2013,126225.0,Hybrid,CVT Transmission,Silver,Black,At least 1 accident or damage reported,Yes,11500.0,12,188.0,4.0,Electric,0.6931471810599453
Volkswagen,Golf GTI 2.0T SE 4-Door,2016,87892.0,Gasoline,6-Speed M/T,Gray,Black,None reported,Yes,16000.0,9,210.0,4.0,Gasoline,0.6931471810599453
Cadillac,CTS-V Base,2012,45000.0,Gasoline,6-Speed A/T,Red,Black,None reported,Yes,41500.0,13,556.0,8.0,Gasoline,1.8245492922123363
Aston,Martin Vantage Base,2022,1023.0,Gasoline,8-Speed A/T,Blue,Brown,None reported,Yes,156900.0,3,503.0,8.0,Gasoline,1.3862943613698906
Lexus,GX 460 Base,2015,106000.0,Gasoline,A/T,Black,Beige,None reported,Yes,37500.0,10,301.0,8.0,Gasoline,1.5260563037124406
GMC,Acadia SLT-1,2019,51300.0,Gasoline,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,25500.0,6,193.0,4.0,Gasoline,0.9162907322741553
Volkswagen,Jetta SportWagen SE,2012,107000.0,Gasoline,A/T,Black,Beige,None reported,Yes,9499.0,13,170.0,5.0,Gasoline,0.9162907322741553
Land,Rover Range Rover 5.0L V8 Supercharged,2019,17500.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,65000.0,6,518.0,8.0,Gasoline,1.6094379126341003
Nissan,Murano SL,2010,138700.0,Gasoline,CVT Transmission,Gray,Black,At least 1 accident or damage reported,Yes,7000.0,15,265.0,6.0,Gasoline,1.2527629687810824
Cadillac,Escalade ESV Base,2009,152068.0,E85 Flex Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,12350.0,16,403.0,8.0,Flex Fuel,1.8245492922123363
Ford,Focus RS Base,2017,26000.0,Gasoline,6-Speed M/T,Gray,Black,None reported,Yes,37000.0,8,350.0,4.0,Gasoline,0.8329091233698865
Lexus,CT 200h Premium,2014,131200.0,Hybrid,A/T,Brown,Brown,None reported,Yes,14000.0,11,134.0,4.0,Electric,0.5877866654576747
BMW,M3 Base,2015,59000.0,Gasoline,6-Speed M/T,Gray,Black,None reported,Yes,53500.0,10,425.0,6.0,Gasoline,1.0986122890014431
Volkswagen,Arteon 2.0T SEL R-Line,2020,15500.0,Gasoline,8-Speed A/T,Silver,Black,None reported,Yes,30000.0,5,268.0,4.0,Gasoline,0.6931471810599453
BMW,X6 xDrive35i,2013,90000.0,Gasoline,8-Speed A/T,White,Red,None reported,Yes,19950.0,12,300.0,6.0,Gasoline,1.0986122890014431
Hummer,H2 Base,2008,63750.0,Gasoline,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,55000.0,17,393.0,8.0,Gasoline,1.8245492922123363
Mercedes-Benz,C-Class C 300 4MATIC Luxury,2011,95500.0,Gasoline,A/T,Black,Beige,At least 1 accident or damage reported,Yes,15990.0,14,228.0,6.0,Gasoline,1.0986122890014431
Acura,ILX Premium Package,2019,37900.0,Gasoline,A/T,White,Black,None reported,Yes,26000.0,6,201.0,4.0,Gasoline,0.8754687377705666
Porsche,911 GT3,2015,13250.0,Gasoline,7-Speed A/T,Brown,Gray,None reported,Yes,154900.0,10,475.0,6.0,Gasoline,1.335001066995498
BMW,M3 Base,2001,81000.0,Gasoline,6-Speed M/T,Blue,Gray,None reported,Yes,39000.0,24,333.0,6.0,Gasoline,1.1631508101181809
Chevrolet,Suburban LT,2022,37806.0,Gasoline,10-Speed A/T,Black,Black,None reported,Yes,60894.0,3,355.0,8.0,Gasoline,1.6677068207467554
Dodge,Ram 2500 ST,2010,151544.0,Gasoline,5-Speed A/T,Brown,Gray,At least 1 accident or damage reported,Yes,17700.0,15,355.0,8.0,Gasoline,1.7404661750159431
Chevrolet,Camaro 2SS,2012,60345.0,Gasoline,6-Speed A/T,Yellow,Black,None reported,Yes,26950.0,13,400.0,8.0,Gasoline,1.8245492922123363
Dodge,Challenger SE,2010,90305.0,Gasoline,A/T,Gray,Black,None reported,Yes,12000.0,15,250.0,6.0,Gasoline,1.2527629687810824
Chevrolet,Camaro 2SS,2018,8660.0,Gasoline,8-Speed A/T,White,Black,None reported,Yes,45000.0,7,455.0,8.0,Gasoline,1.8245492922123363
Ford,F-350 Lariat,2021,28220.0,Diesel,10-Speed A/T,Silver,Black,None reported,Yes,73600.0,4,475.0,8.0,Diesel,1.9021075265461744
Ford,F-250 King Ranch,2015,97700.0,Diesel,6-Speed A/T,Black,–,None reported,Yes,39950.0,10,440.0,8.0,Diesel,1.9021075265461744
Chevrolet,Corvette Stingray w/3LT,2023,4200.0,Gasoline,A/T,White,Black,None reported,Yes,98000.0,2,490.0,8.0,Gasoline,1.8245492922123363
Ford,Excursion Limited,2001,333361.0,Diesel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,17000.0,24,250.0,8.0,Diesel,1.987874348291332
Land,Rover Discovery SE,2018,63295.0,Gasoline,8-Speed A/T,Blue,White,None reported,Yes,29993.0,7,340.0,6.0,Gasoline,1.0986122890014431
Land,Rover Defender V8,2022,3000.0,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,96500.0,3,518.0,8.0,Gasoline,1.6094379126341003
Chevrolet,Silverado 1500 2LT,2014,102604.0,E85 Flex Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,25500.0,11,355.0,8.0,Flex Fuel,1.6677068207467554
Mercedes-Benz,AMG G 63 Base,2017,39800.0,Gasoline,7-Speed A/T,White,Red,None reported,Yes,99000.0,8,563.0,8.0,Gasoline,1.7047480924202434
Ford,F-250 XLT,2019,124000.0,E85 Flex Fuel,6-Speed A/T,White,Gray,None reported,Yes,40100.0,6,385.0,8.0,Flex Fuel,1.8245492922123363
INFINITI,QX60 Luxe,2019,51000.0,Gasoline,CVT Transmission,Gray,–,At least 1 accident or damage reported,Yes,29000.0,6,295.0,6.0,Gasoline,1.2527629687810824
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,67000.0,Gasoline,8-Speed A/T,Gray,Beige,None reported,Yes,35999.0,8,340.0,6.0,Gasoline,1.0986122890014431
INFINITI,QX60 Base,2014,95400.0,Gasoline,A/T,White,Beige,,,14195.0,11,265.0,6.0,Gasoline,1.2527629687810824
Hyundai,Sonata GLS,2013,136991.0,Gasoline,6-Speed A/T,Gray,Gray,None reported,Yes,11000.0,12,198.0,4.0,Gasoline,0.8754687377705666
Toyota,Tundra Limited,2022,3959.0,Gasoline,10-Speed A/T,Blue,Gray,None reported,Yes,55000.0,3,389.0,6.0,Gasoline,1.2237754319162333
Jeep,Grand Cherokee Limited,2020,47500.0,Gasoline,A/T,Purple,Black,None reported,Yes,31000.0,5,293.0,6.0,Gasoline,1.280933845739842
Ford,F-350 Lariat Crew Cab Super Duty DRW,2005,176691.0,Diesel,A/T,White,Beige,At least 1 accident or damage reported,Yes,13000.0,20,325.0,8.0,Diesel,1.7917594693947216
RAM,2500 SLT,2014,84500.0,Gasoline,A/T,Black,Gray,None reported,Yes,34000.0,11,410.0,8.0,Gasoline,1.856297990521876
Kia,Sorento Hybrid EX,2022,36100.0,Hybrid,6-Speed A/T,Black,White,None reported,Yes,37500.0,3,227.0,4.0,Electric,0.4700036298707357
Hyundai,Genesis 3.8,2015,92225.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,17000.0,10,311.0,6.0,Gasoline,1.335001066995498
Jeep,Compass Latitude,2020,17500.0,Gasoline,9-Speed A/T,Silver,Black,None reported,Yes,25695.0,5,180.0,4.0,Gasoline,0.8754687377705666
Ford,Fusion SE,2011,114323.0,Gasoline,6-Speed A/T,Black,Black,None reported,Yes,6000.0,14,175.0,4.0,Gasoline,0.9162907322741553
Toyota,FJ Cruiser Base,2014,92000.0,Gasoline,A/T,Beige,Black,None reported,Yes,27500.0,11,260.0,6.0,Gasoline,1.3862943613698906
Hyundai,Santa Fe GLS,2015,96476.0,Gasoline,6-Speed A/T,White,Gray,None reported,Yes,13000.0,10,290.0,6.0,Gasoline,1.1939224687754648
Pontiac,Solstice GXP,2009,122348.0,Gasoline,A/T,Red,Black,At least 1 accident or damage reported,Yes,10000.0,16,260.0,4.0,Gasoline,0.6931471810599453
Porsche,Boxster GTS,2016,40350.0,Gasoline,7-Speed A/T,Gray,Black,None reported,Yes,67995.0,9,330.0,6.0,Gasoline,1.2237754319162333
Ford,Expedition EL King Ranch,2011,156856.0,E85 Flex Fuel,6-Speed A/T,Black,Brown,None reported,Yes,14300.0,14,310.0,8.0,Flex Fuel,1.686398953755414
Ford,Mustang GT Premium,2011,74500.0,Gasoline,6-Speed M/T,Black,Black,None reported,Yes,22000.0,14,412.0,8.0,Gasoline,1.6094379126341003
Jeep,Compass Sport,2016,99000.0,Gasoline,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,5000.0,9,172.0,4.0,Gasoline,0.8754687377705666
INFINITI,G37 Sport,2008,63496.0,Gasoline,6-Speed M/T,Black,Black,None reported,Yes,15000.0,17,330.0,6.0,Gasoline,1.3083328199204491
Ford,F-150 XLT,2022,18465.0,Gasoline,10-Speed A/T,Black,Gray,None reported,Yes,47500.0,3,400.0,6.0,Gasoline,1.2527629687810824
INFINITI,G35 Base,2005,99000.0,Gasoline,6-Speed M/T,Silver,Black,None reported,Yes,18900.0,20,298.0,6.0,Gasoline,1.2527629687810824
Chrysler,300C Base,2013,87500.0,Gasoline,8-Speed A/T,White,Beige,None reported,Yes,13750.0,12,292.0,6.0,Gasoline,1.280933845739842
Toyota,Camry Solara SLE,2007,138000.0,Gasoline,5-Speed A/T,White,Beige,None reported,Yes,6800.0,18,210.0,6.0,Gasoline,1.1939224687754648
Buick,Enclave Essence,2020,55403.0,Gasoline,9-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,29444.0,5,310.0,6.0,Gasoline,1.280933845739842
BMW,M4 Competition xDrive,2022,3213.0,Gasoline,8-Speed A/T,Black,Red,None reported,Yes,89995.0,3,503.0,6.0,Gasoline,1.0986122890014431
Pontiac,GTO Base,2005,142314.0,Gasoline,6-Speed M/T,Red,Red,At least 1 accident or damage reported,Yes,21999.0,20,400.0,8.0,Gasoline,1.7917594693947216
Toyota,FJ Cruiser Base,2013,53000.0,Gasoline,A/T,Blue,Black,None reported,Yes,36740.0,12,260.0,6.0,Gasoline,1.3862943613698906
Hyundai,Elantra SE,2014,120250.0,Gasoline,A/T,Blue,Gray,None reported,Yes,7500.0,11,145.0,4.0,Gasoline,0.5877866654576747
Porsche,Macan S,2015,72329.0,Gasoline,7-Speed A/T,Silver,Black,None reported,Yes,29500.0,10,340.0,6.0,Gasoline,1.0986122890014431
Hummer,H3 Base,2007,153692.0,Gasoline,4-Speed A/T,Beige,Black,None reported,Yes,9995.0,18,242.0,5.0,Gasoline,1.3083328199204491
Ford,Transit-350 Base,2018,235000.0,Gasoline,A/T,White,Gray,,,18000.0,7,275.0,6.0,Gasoline,1.3083328199204491
Audi,S4 3.0 Prestige,2012,98400.0,Gasoline,7-Speed A/T,White,White,None reported,Yes,18000.0,13,333.0,6.0,Gasoline,1.0986122890014431
Toyota,4Runner SR5 Premium,2023,1400.0,Gasoline,A/T,White,Black,None reported,Yes,46500.0,2,270.0,6.0,Gasoline,1.3862943613698906
Ford,F-250 Base,1997,92800.0,Gasoline,4-Speed A/T,White,Gray,None reported,Yes,9000.0,28,210.0,8.0,Gasoline,1.7578579177247875
Mercedes-Benz,G-Class G 550 4MATIC,2021,75151.0,Gasoline,A/T,Black,Black,None reported,Yes,130000.0,4,416.0,8.0,Gasoline,1.3862943613698906
Subaru,Legacy 2.5 GT spec.B,2008,94000.0,Gasoline,6-Speed M/T,Gray,Blue,None reported,Yes,12500.0,17,243.0,4.0,Gasoline,0.9162907322741553
Mercedes-Benz,E-Class E 350,2014,67350.0,Gasoline,7-Speed A/T,Silver,–,At least 1 accident or damage reported,Yes,18700.0,11,302.0,6.0,Gasoline,1.2527629687810824
BMW,M3 Base,2001,66500.0,Gasoline,6-Speed M/T,Red,Black,None reported,Yes,21000.0,24,333.0,6.0,Gasoline,1.1631508101181809
Mercedes-Benz,C-Class C 250 Sport,2014,70612.0,Gasoline,7-Speed A/T,White,Beige,None reported,Yes,14500.0,11,201.0,4.0,Gasoline,0.5877866654576747
Toyota,Sienna XLE Limited,2007,112630.0,Gasoline,5-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,11500.0,18,266.0,6.0,Gasoline,1.2527629687810824
Dodge,Avenger SE,2014,124705.0,E85 Flex Fuel,A/T,Black,Black,None reported,Yes,6499.0,11,283.0,6.0,Flex Fuel,1.280933845739842
BMW,M240 i,2018,61000.0,Gasoline,6-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,34000.0,7,335.0,6.0,Gasoline,1.0986122890014431
RAM,3500 SLT,2017,157272.0,Diesel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,32999.0,8,350.0,6.0,Diesel,1.9021075265461744
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,84000.0,Gasoline,7-Speed A/T,Blue,Gray,None reported,Yes,20399.0,10,362.0,6.0,Gasoline,1.0986122890014431
Jeep,Gladiator Rubicon,2020,27981.0,Gasoline,A/T,Red,Black,None reported,Yes,47500.0,5,285.0,6.0,Gasoline,1.280933845739842
Audi,Q5 3.0T Premium Plus,2015,60251.0,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,19000.0,10,272.0,6.0,Gasoline,1.0986122890014431
Mazda,MX-5 Miata Club,2021,5093.0,Gasoline,6-Speed M/T,Gray,Black,None reported,Yes,28000.0,4,181.0,4.0,Gasoline,0.6931471810599453
Mercedes-Benz,S-Class S500,2005,175722.0,Gasoline,A/T,White,Beige,None reported,Yes,7000.0,20,302.0,8.0,Gasoline,1.6094379126341003
GMC,Yukon SLT,2015,142792.0,Gasoline,6-Speed A/T,White,Brown,None reported,Yes,22999.0,10,355.0,8.0,Gasoline,1.6677068207467554
Toyota,Tundra Limited,2010,89400.0,Gasoline,A/T,White,Gray,None reported,Yes,26900.0,15,381.0,8.0,Gasoline,1.7404661750159431
Chrysler,300C Base,2007,86000.0,Gasoline,5-Speed A/T,Gray,Black,None reported,Yes,15000.0,18,340.0,8.0,Gasoline,1.7404661750159431
Toyota,Tundra SR,2018,74000.0,E85 Flex Fuel,6-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,38000.0,7,381.0,8.0,Flex Fuel,1.7404661750159431
Hummer,H2 Base,2004,130000.0,Gasoline,4-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,16500.0,21,316.0,8.0,Gasoline,1.7917594693947216
BMW,ALPINA B7 Base,2015,86000.0,Gasoline,8-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,29000.0,10,540.0,8.0,Gasoline,1.4816045411514882
Land,Rover Range Rover Sport Supercharged,2008,140600.0,Gasoline,6-Speed A/T,Red,Beige,None reported,Yes,7500.0,17,390.0,8.0,Gasoline,1.4350845255274178
Audi,A4 2.0T Tech Premium,2018,27532.0,Gasoline,7-Speed A/T,Gray,Black,None reported,Yes,27900.0,7,252.0,4.0,Gasoline,0.6931471810599453
Ford,Focus SE,2017,91000.0,E85 Flex Fuel,6-Speed A/T,Gray,Black,None reported,Yes,12500.0,8,160.0,4.0,Flex Fuel,0.6931471810599453
Mercedes-Benz,E-Class E 550 4MATIC,2014,63000.0,Gasoline,7-Speed A/T,Silver,Black,None reported,Yes,28500.0,11,402.0,8.0,Gasoline,1.547562508928779
Jeep,Wrangler Unlimited 4xe Sahara,2022,10500.0,Plug-In Hybrid,8-Speed A/T,Green,Beige,None reported,Yes,49999.0,3,375.0,4.0,Electric,0.6931471810599453
Mercedes-Benz,M-Class ML 350 4MATIC,2014,75073.0,E85 Flex Fuel,7-Speed A/T,Gray,Black,None reported,Yes,21500.0,11,302.0,6.0,Flex Fuel,1.2527629687810824
Jeep,Wrangler Sahara,2008,140000.0,Gasoline,A/T,Silver,–,At least 1 accident or damage reported,Yes,9000.0,17,202.0,6.0,Gasoline,1.335001066995498
Mercedes-Benz,A-Class A 220 4MATIC,2019,30300.0,Gasoline,7-Speed A/T,Silver,Black,None reported,Yes,30500.0,6,188.0,4.0,Gasoline,0.6931471810599453
Chevrolet,Malibu 1LT,2009,139000.0,Gasoline,A/T,White,Black,None reported,Yes,4200.0,16,169.0,4.0,Gasoline,0.8754687377705666
Hummer,H3 Base,2006,118000.0,Gasoline,A/T,Gray,Black,None reported,Yes,17900.0,19,220.0,5.0,Gasoline,1.2527629687810824
Cadillac,XLR Base,2009,69423.0,Gasoline,A/T,Red,Beige,None reported,Yes,36500.0,16,320.0,8.0,Gasoline,1.5260563037124406
Lincoln,MKZ Select,2017,52284.0,Gasoline,6-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,12500.0,8,240.0,4.0,Gasoline,0.6931471810599453
Chevrolet,Silverado 1500 W/T,2006,111228.0,Gasoline,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,4000.0,19,195.0,6.0,Gasoline,1.458615022932075
Ford,Mustang GT Premium,2019,31600.0,Gasoline,6-Speed M/T,Blue,Gray,None reported,Yes,41000.0,6,460.0,8.0,Gasoline,1.6094379126341003
BMW,330 i,2017,83298.0,Gasoline,A/T,Black,Black,None reported,Yes,18300.0,8,248.0,4.0,Gasoline,0.6931471810599453
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,95212.0,Gasoline,8-Speed A/T,Brown,Beige,None reported,Yes,31599.0,8,340.0,6.0,Gasoline,1.0986122890014431
Porsche,911 Carrera,2010,61600.0,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,51750.0,15,345.0,6.0,Gasoline,1.280933845739842
